date,product_id,product_name,units_sold,day_of_week,day_name,week_of_year,month
2025-11-29,P05,Mie Instan 1 Dus,32,5,Saturday,48,11
2025-11-30,P05,Mie Instan 1 Dus,36,6,Sunday,48,11
2025-12-01,P05,Mie Instan 1 Dus,27,0,Monday,49,12
2025-12-02,P05,Mie Instan 1 Dus,33,1,Tuesday,49,12
2025-12-03,P05,Mie Instan 1 Dus,32,2,Wednesday,49,12
2025-12-04,P05,Mie Instan 1 Dus,30,3,Thursday,49,12
2025-12-05,P05,Mie Instan 1 Dus,29,4,Friday,49,12
2025-12-06,P05,Mie Instan 1 Dus,33,5,Saturday,49,12
2025-12-07,P05,Mie Instan 1 Dus,39,6,Sunday,49,12
2025-12-08,P05,Mie Instan 1 Dus,27,0,Monday,50,12
2025-12-09,P05,Mie Instan 1 Dus,30,1,Tuesday,50,12
2025-12-10,P05,Mie Instan 1 Dus,28,2,Wednesday,50,12
2025-12-11,P05,Mie Instan 1 Dus,30,3,Thursday,50,12
2025-12-12,P05,Mie Instan 1 Dus,30,4,Friday,50,12
2025-12-13,P05,Mie Instan 1 Dus,34,5,Saturday,50,12
2025-12-14,P05,Mie Instan 1 Dus,36,6,Sunday,50,12
2025-12-15,P05,Mie Instan 1 Dus,28,0,Monday,51,12
2025-12-16,P05,Mie Instan 1 Dus,29,1,Tuesday,51,12
2025-12-17,P05,Mie Instan 1 Dus,28,2,Wednesday,51,12
2025-12-18,P05,Mie Instan 1 Dus,32,3,Thursday,51,12
2025-12-19,P05,Mie Instan 1 Dus,30,4,Friday,51,12
2025-12-20,P05,Mie Instan 1 Dus,34,5,Saturday,51,12
2025-12-21,P05,Mie Instan 1 Dus,34,6,Sunday,51,12
2025-12-22,P05,Mie Instan 1 Dus,32,0,Monday,52,12
2025-12-23,P05,Mie Instan 1 Dus,32,1,Tuesday,52,12
2025-12-24,P05,Mie Instan 1 Dus,32,2,Wednesday,52,12
2025-12-25,P05,Mie Instan 1 Dus,31,3,Thursday,52,12
2025-12-26,P05,Mie Instan 1 Dus,34,4,Friday,52,12
2025-12-27,P05,Mie Instan 1 Dus,33,5,Saturday,52,12
2025-12-28,P05,Mie Instan 1 Dus,38,6,Sunday,52,12
2025-12-29,P05,Mie Instan 1 Dus,28,0,Monday,1,12
2025-12-30,P05,Mie Instan 1 Dus,28,1,Tuesday,1,12
2025-12-31,P05,Mie Instan 1 Dus,27,2,Wednesday,1,12
2026-01-01,P05,Mie Instan 1 Dus,24,3,Thursday,1,1
2026-01-02,P05,Mie Instan 1 Dus,25,4,Friday,1,1
2026-01-03,P05,Mie Instan 1 Dus,28,5,Saturday,1,1
2026-01-04,P05,Mie Instan 1 Dus,30,6,Sunday,1,1
2026-01-05,P05,Mie Instan 1 Dus,27,0,Monday,2,1
2026-01-06,P05,Mie Instan 1 Dus,22,1,Tuesday,2,1
2026-01-07,P05,Mie Instan 1 Dus,25,2,Wednesday,2,1
2026-01-08,P05,Mie Instan 1 Dus,25,3,Thursday,2,1
2026-01-09,P05,Mie Instan 1 Dus,25,4,Friday,2,1
2026-01-10,P05,Mie Instan 1 Dus,25,5,Saturday,2,1
2026-01-11,P05,Mie Instan 1 Dus,25,6,Sunday,2,1
2026-01-12,P05,Mie Instan 1 Dus,26,0,Monday,3,1
2026-01-13,P05,Mie Instan 1 Dus,26,1,Tuesday,3,1
2026-01-14,P05,Mie Instan 1 Dus,24,2,Wednesday,3,1
2026-01-15,P05,Mie Instan 1 Dus,23,3,Thursday,3,1
2026-01-16,P05,Mie Instan 1 Dus,24,4,Friday,3,1
2026-01-17,P05,Mie Instan 1 Dus,29,5,Saturday,3,1
2026-01-18,P05,Mie Instan 1 Dus,28,6,Sunday,3,1
2026-01-19,P05,Mie Instan 1 Dus,25,0,Monday,4,1
2026-01-20,P05,Mie Instan 1 Dus,26,1,Tuesday,4,1
2026-01-21,P05,Mie Instan 1 Dus,25,2,Wednesday,4,1
2026-01-22,P05,Mie Instan 1 Dus,23,3,Thursday,4,1
2026-01-23,P05,Mie Instan 1 Dus,22,4,Friday,4,1
2026-01-24,P05,Mie Instan 1 Dus,29,5,Saturday,4,1
2026-01-25,P05,Mie Instan 1 Dus,27,6,Sunday,4,1
2026-01-26,P05,Mie Instan 1 Dus,27,0,Monday,5,1
2026-01-27,P05,Mie Instan 1 Dus,26,1,Tuesday,5,1
2026-01-28,P05,Mie Instan 1 Dus,27,2,Wednesday,5,1
2026-01-29,P05,Mie Instan 1 Dus,22,3,Thursday,5,1
2026-01-30,P05,Mie Instan 1 Dus,24,4,Friday,5,1
2026-01-31,P05,Mie Instan 1 Dus,31,5,Saturday,5,1
2026-02-01,P05,Mie Instan 1 Dus,27,6,Sunday,5,2
2026-02-02,P05,Mie Instan 1 Dus,28,0,Monday,6,2
2026-02-03,P05,Mie Instan 1 Dus,27,1,Tuesday,6,2
2026-02-04,P05,Mie Instan 1 Dus,27,2,Wednesday,6,2
2026-02-05,P05,Mie Instan 1 Dus,25,3,Thursday,6,2
2026-02-06,P05,Mie Instan 1 Dus,29,4,Friday,6,2
2026-02-07,P05,Mie Instan 1 Dus,29,5,Saturday,6,2
2026-02-08,P05,Mie Instan 1 Dus,31,6,Sunday,6,2
2026-02-09,P05,Mie Instan 1 Dus,27,0,Monday,7,2
2026-02-10,P05,Mie Instan 1 Dus,27,1,Tuesday,7,2
2026-02-11,P05,Mie Instan 1 Dus,27,2,Wednesday,7,2
2026-02-12,P05,Mie Instan 1 Dus,24,3,Thursday,7,2
2026-02-13,P05,Mie Instan 1 Dus,27,4,Friday,7,2
2026-02-14,P05,Mie Instan 1 Dus,28,5,Saturday,7,2
2026-02-15,P05,Mie Instan 1 Dus,28,6,Sunday,7,2
2026-02-16,P05,Mie Instan 1 Dus,28,0,Monday,8,2
2026-02-17,P05,Mie Instan 1 Dus,28,1,Tuesday,8,2
2026-02-18,P05,Mie Instan 1 Dus,25,2,Wednesday,8,2
2026-02-19,P05,Mie Instan 1 Dus,26,3,Thursday,8,2
2026-02-20,P05,Mie Instan 1 Dus,28,4,Friday,8,2
2026-02-21,P05,Mie Instan 1 Dus,30,5,Saturday,8,2
2026-02-22,P05,Mie Instan 1 Dus,33,6,Sunday,8,2
2026-02-23,P05,Mie Instan 1 Dus,23,0,Monday,9,2
2026-02-24,P05,Mie Instan 1 Dus,24,1,Tuesday,9,2
2026-02-25,P05,Mie Instan 1 Dus,23,2,Wednesday,9,2
2026-02-26,P05,Mie Instan 1 Dus,29,3,Thursday,9,2
2026-02-27,P05,Mie Instan 1 Dus,25,4,Friday,9,2
2026-02-28,P05,Mie Instan 1 Dus,32,5,Saturday,9,2
2026-03-01,P05,Mie Instan 1 Dus,30,6,Sunday,9,3
2026-03-02,P05,Mie Instan 1 Dus,29,0,Monday,10,3
2026-03-03,P05,Mie Instan 1 Dus,28,1,Tuesday,10,3
2026-03-04,P05,Mie Instan 1 Dus,25,2,Wednesday,10,3
2026-03-05,P05,Mie Instan 1 Dus,30,3,Thursday,10,3
2026-03-06,P05,Mie Instan 1 Dus,31,4,Friday,10,3
2026-03-07,P05,Mie Instan 1 Dus,29,5,Saturday,10,3
2026-03-08,P05,Mie Instan 1 Dus,34,6,Sunday,10,3
2026-03-09,P05,Mie Instan 1 Dus,32,0,Monday,11,3
2026-03-10,P05,Mie Instan 1 Dus,29,1,Tuesday,11,3
2026-03-11,P05,Mie Instan 1 Dus,26,2,Wednesday,11,3
2026-03-12,P05,Mie Instan 1 Dus,29,3,Thursday,11,3
2026-03-13,P05,Mie Instan 1 Dus,26,4,Friday,11,3
2026-03-14,P05,Mie Instan 1 Dus,33,5,Saturday,11,3
2026-03-15,P05,Mie Instan 1 Dus,36,6,Sunday,11,3
2026-03-16,P05,Mie Instan 1 Dus,26,0,Monday,12,3
2026-03-17,P05,Mie Instan 1 Dus,31,1,Tuesday,12,3
2026-03-18,P05,Mie Instan 1 Dus,29,2,Wednesday,12,3
2026-03-19,P05,Mie Instan 1 Dus,29,3,Thursday,12,3
2026-03-20,P05,Mie Instan 1 Dus,26,4,Friday,12,3
2026-03-21,P05,Mie Instan 1 Dus,36,5,Saturday,12,3
2026-03-22,P05,Mie Instan 1 Dus,34,6,Sunday,12,3
2026-03-23,P05,Mie Instan 1 Dus,30,0,Monday,13,3
2026-03-24,P05,Mie Instan 1 Dus,26,1,Tuesday,13,3
2026-03-25,P05,Mie Instan 1 Dus,27,2,Wednesday,13,3
2026-03-26,P05,Mie Instan 1 Dus,26,3,Thursday,13,3
2026-03-27,P05,Mie Instan 1 Dus,26,4,Friday,13,3
2026-03-28,P05,Mie Instan 1 Dus,36,5,Saturday,13,3
2026-03-29,P05,Mie Instan 1 Dus,29,6,Sunday,13,3
2026-03-30,P05,Mie Instan 1 Dus,27,0,Monday,14,3
2026-03-31,P05,Mie Instan 1 Dus,31,1,Tuesday,14,3
2026-04-01,P05,Mie Instan 1 Dus,26,2,Wednesday,14,4
2026-04-02,P05,Mie Instan 1 Dus,29,3,Thursday,14,4
2026-04-03,P05,Mie Instan 1 Dus,26,4,Friday,14,4
2026-04-04,P05,Mie Instan 1 Dus,33,5,Saturday,14,4
2026-04-05,P05,Mie Instan 1 Dus,33,6,Sunday,14,4
2026-04-06,P05,Mie Instan 1 Dus,26,0,Monday,15,4
2026-04-07,P05,Mie Instan 1 Dus,32,1,Tuesday,15,4
2026-04-08,P05,Mie Instan 1 Dus,30,2,Wednesday,15,4
2026-04-09,P05,Mie Instan 1 Dus,31,3,Thursday,15,4
2026-04-10,P05,Mie Instan 1 Dus,31,4,Friday,15,4
2026-04-11,P05,Mie Instan 1 Dus,30,5,Saturday,15,4
2026-04-12,P05,Mie Instan 1 Dus,36,6,Sunday,15,4
2026-04-13,P05,Mie Instan 1 Dus,32,0,Monday,16,4
2026-04-14,P05,Mie Instan 1 Dus,29,1,Tuesday,16,4
2026-04-15,P05,Mie Instan 1 Dus,28,2,Wednesday,16,4
2026-04-16,P05,Mie Instan 1 Dus,27,3,Thursday,16,4
2026-04-17,P05,Mie Instan 1 Dus,29,4,Friday,16,4
2026-04-18,P05,Mie Instan 1 Dus,35,5,Saturday,16,4
2026-04-19,P05,Mie Instan 1 Dus,34,6,Sunday,16,4
2026-04-20,P05,Mie Instan 1 Dus,30,0,Monday,17,4
2026-04-21,P05,Mie Instan 1 Dus,32,1,Tuesday,17,4
2026-04-22,P05,Mie Instan 1 Dus,32,2,Wednesday,17,4
2026-04-23,P05,Mie Instan 1 Dus,31,3,Thursday,17,4
2026-04-24,P05,Mie Instan 1 Dus,32,4,Friday,17,4
2026-04-25,P05,Mie Instan 1 Dus,30,5,Saturday,17,4
2026-04-26,P05,Mie Instan 1 Dus,31,6,Sunday,17,4
2026-04-27,P05,Mie Instan 1 Dus,30,0,Monday,18,4
2026-04-28,P05,Mie Instan 1 Dus,32,1,Tuesday,18,4
2026-04-29,P05,Mie Instan 1 Dus,26,2,Wednesday,18,4
2026-04-30,P05,Mie Instan 1 Dus,29,3,Thursday,18,4
2026-05-01,P05,Mie Instan 1 Dus,25,4,Friday,18,5
2026-05-02,P05,Mie Instan 1 Dus,29,5,Saturday,18,5
2026-05-03,P05,Mie Instan 1 Dus,29,6,Sunday,18,5
2026-05-04,P05,Mie Instan 1 Dus,27,0,Monday,19,5
2026-05-05,P05,Mie Instan 1 Dus,24,1,Tuesday,19,5
2026-05-06,P05,Mie Instan 1 Dus,27,2,Wednesday,19,5
2026-05-07,P05,Mie Instan 1 Dus,27,3,Thursday,19,5
2026-05-08,P05,Mie Instan 1 Dus,27,4,Friday,19,5
2026-05-09,P05,Mie Instan 1 Dus,33,5,Saturday,19,5
2026-05-10,P05,Mie Instan 1 Dus,30,6,Sunday,19,5
2026-05-11,P05,Mie Instan 1 Dus,24,0,Monday,20,5
2026-05-12,P05,Mie Instan 1 Dus,25,1,Tuesday,20,5
2026-05-13,P05,Mie Instan 1 Dus,26,2,Wednesday,20,5
2026-05-14,P05,Mie Instan 1 Dus,29,3,Thursday,20,5
2026-05-15,P05,Mie Instan 1 Dus,26,4,Friday,20,5
2026-05-16,P05,Mie Instan 1 Dus,34,5,Saturday,20,5
2026-05-17,P05,Mie Instan 1 Dus,33,6,Sunday,20,5
2026-05-18,P05,Mie Instan 1 Dus,26,0,Monday,21,5
2026-05-19,P05,Mie Instan 1 Dus,23,1,Tuesday,21,5
2026-05-20,P05,Mie Instan 1 Dus,24,2,Wednesday,21,5
2026-05-21,P05,Mie Instan 1 Dus,26,3,Thursday,21,5
2026-05-22,P05,Mie Instan 1 Dus,26,4,Friday,21,5
2026-05-23,P05,Mie Instan 1 Dus,27,5,Saturday,21,5
2026-05-24,P05,Mie Instan 1 Dus,30,6,Sunday,21,5
2026-05-25,P05,Mie Instan 1 Dus,25,0,Monday,22,5
2026-05-26,P05,Mie Instan 1 Dus,25,1,Tuesday,22,5
2026-05-27,P05,Mie Instan 1 Dus,25,2,Wednesday,22,5
2026-05-28,P05,Mie Instan 1 Dus,26,3,Thursday,22,5
2026-05-29,P05,Mie Instan 1 Dus,26,4,Friday,22,5
2026-05-30,P05,Mie Instan 1 Dus,32,5,Saturday,22,5
2026-05-31,P05,Mie Instan 1 Dus,30,6,Sunday,22,5
2026-06-01,P05,Mie Instan 1 Dus,24,0,Monday,23,6
2026-06-02,P05,Mie Instan 1 Dus,28,1,Tuesday,23,6
2026-06-03,P05,Mie Instan 1 Dus,29,2,Wednesday,23,6
2026-06-04,P05,Mie Instan 1 Dus,24,3,Thursday,23,6
2026-06-05,P05,Mie Instan 1 Dus,24,4,Friday,23,6
2026-06-06,P05,Mie Instan 1 Dus,29,5,Saturday,23,6
2026-06-07,P05,Mie Instan 1 Dus,29,6,Sunday,23,6
2026-06-08,P05,Mie Instan 1 Dus,28,0,Monday,24,6
2026-06-09,P05,Mie Instan 1 Dus,24,1,Tuesday,24,6
2026-06-10,P05,Mie Instan 1 Dus,24,2,Wednesday,24,6
2026-06-11,P05,Mie Instan 1 Dus,26,3,Thursday,24,6
2026-06-12,P05,Mie Instan 1 Dus,25,4,Friday,24,6
2026-06-13,P05,Mie Instan 1 Dus,30,5,Saturday,24,6
2026-06-14,P05,Mie Instan 1 Dus,27,6,Sunday,24,6
2026-06-15,P05,Mie Instan 1 Dus,24,0,Monday,25,6
2026-06-16,P05,Mie Instan 1 Dus,26,1,Tuesday,25,6
2026-06-17,P05,Mie Instan 1 Dus,26,2,Wednesday,25,6
2026-06-18,P05,Mie Instan 1 Dus,25,3,Thursday,25,6
2026-06-19,P05,Mie Instan 1 Dus,28,4,Friday,25,6
2026-06-20,P05,Mie Instan 1 Dus,28,5,Saturday,25,6
2026-06-21,P05,Mie Instan 1 Dus,33,6,Sunday,25,6
2026-06-22,P05,Mie Instan 1 Dus,27,0,Monday,26,6
2026-06-23,P05,Mie Instan 1 Dus,29,1,Tuesday,26,6
2026-06-24,P05,Mie Instan 1 Dus,25,2,Wednesday,26,6
2026-06-25,P05,Mie Instan 1 Dus,26,3,Thursday,26,6
2026-06-26,P05,Mie Instan 1 Dus,29,4,Friday,26,6
2026-06-27,P05,Mie Instan 1 Dus,30,5,Saturday,26,6
2026-06-28,P05,Mie Instan 1 Dus,29,6,Sunday,26,6
2026-06-29,P05,Mie Instan 1 Dus,26,0,Monday,27,6
2026-06-30,P05,Mie Instan 1 Dus,28,1,Tuesday,27,6
2026-07-01,P05,Mie Instan 1 Dus,27,2,Wednesday,27,7
2026-07-02,P05,Mie Instan 1 Dus,29,3,Thursday,27,7
2026-07-03,P05,Mie Instan 1 Dus,25,4,Friday,27,7
2026-07-04,P05,Mie Instan 1 Dus,32,5,Saturday,27,7
2026-07-05,P05,Mie Instan 1 Dus,27,6,Sunday,27,7
2026-07-06,P05,Mie Instan 1 Dus,28,0,Monday,28,7
2026-07-07,P05,Mie Instan 1 Dus,25,1,Tuesday,28,7
2026-07-08,P05,Mie Instan 1 Dus,28,2,Wednesday,28,7
2026-07-09,P05,Mie Instan 1 Dus,27,3,Thursday,28,7
2026-07-10,P05,Mie Instan 1 Dus,23,4,Friday,28,7
2026-07-11,P05,Mie Instan 1 Dus,34,5,Saturday,28,7
2026-07-12,P05,Mie Instan 1 Dus,27,6,Sunday,28,7
2026-07-13,P05,Mie Instan 1 Dus,26,0,Monday,29,7
2026-07-14,P05,Mie Instan 1 Dus,25,1,Tuesday,29,7
2026-07-15,P05,Mie Instan 1 Dus,29,2,Wednesday,29,7
2026-07-16,P05,Mie Instan 1 Dus,25,3,Thursday,29,7
2026-07-17,P05,Mie Instan 1 Dus,24,4,Friday,29,7
2026-07-18,P05,Mie Instan 1 Dus,30,5,Saturday,29,7
2026-07-19,P05,Mie Instan 1 Dus,30,6,Sunday,29,7
2026-07-20,P05,Mie Instan 1 Dus,24,0,Monday,30,7
2026-07-21,P05,Mie Instan 1 Dus,29,1,Tuesday,30,7
2026-07-22,P05,Mie Instan 1 Dus,26,2,Wednesday,30,7
2026-07-23,P05,Mie Instan 1 Dus,28,3,Thursday,30,7
2026-07-24,P05,Mie Instan 1 Dus,26,4,Friday,30,7
2026-07-25,P05,Mie Instan 1 Dus,29,5,Saturday,30,7
2026-07-26,P05,Mie Instan 1 Dus,32,6,Sunday,30,7
2026-07-27,P05,Mie Instan 1 Dus,29,0,Monday,31,7
2026-07-28,P05,Mie Instan 1 Dus,27,1,Tuesday,31,7
2026-07-29,P05,Mie Instan 1 Dus,26,2,Wednesday,31,7
2026-07-30,P05,Mie Instan 1 Dus,25,3,Thursday,31,7
2026-07-31,P05,Mie Instan 1 Dus,25,4,Friday,31,7
